disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label
schizophrenia,catatonic schizophrenia|disorganized schizophrenia|paranoid schizophrenia|residual schizophrenia|schizophreniacatatonic|schizophreniadisorganized|schizophreniaparanoid|schizophreniaresidual|schizophreniaundifferentiated|undifferentiated schizophrenia,rx,ziprasidone,ziprasidone,atypical-antipsychotics,geodon,c,n
schizophrenia,catatonic schizophrenia|disorganized schizophrenia|paranoid schizophrenia|residual schizophrenia|schizophreniacatatonic|schizophreniadisorganized|schizophreniaparanoid|schizophreniaresidual|schizophreniaundifferentiated|undifferentiated schizophrenia,rx,paliperidone,paliperidone,atypical-antipsychotics,invega,c,n
schizophrenia,catatonic schizophrenia|disorganized schizophrenia|paranoid schizophrenia|residual schizophrenia|schizophreniacatatonic|schizophreniadisorganized|schizophreniaparanoid|schizophreniaresidual|schizophreniaundifferentiated|undifferentiated schizophrenia,rx,fanapt,iloperidone,atypical-antipsychotics,,c,n
schizophrenia,catatonic schizophrenia|disorganized schizophrenia|paranoid schizophrenia|residual schizophrenia|schizophreniacatatonic|schizophreniadisorganized|schizophreniaparanoid|schizophreniaresidual|schizophreniaundifferentiated|undifferentiated schizophrenia,rx,loxapine,loxapine,miscellaneous-antipsychotic-agents,loxitane,n,n
schizophrenia,catatonic schizophrenia|disorganized schizophrenia|paranoid schizophrenia|residual schizophrenia|schizophreniacatatonic|schizophreniadisorganized|schizophreniaparanoid|schizophreniaresidual|schizophreniaundifferentiated|undifferentiated schizophrenia,rx,vraylar,cariprazine,atypical-antipsychotics,,,n
schizophrenia,catatonic schizophrenia|disorganized schizophrenia|paranoid schizophrenia|residual schizophrenia|schizophreniacatatonic|schizophreniadisorganized|schizophreniaparanoid|schizophreniaresidual|schizophreniaundifferentiated|undifferentiated schizophrenia,rx,zyprexa zydis,olanzapine,atypical-antipsychotics,zyprexa|zyprexa zydis,c,n
schnitzler syndrome,,rx,anakinra,anakinra,antirheumatics,kineret,b,n
sciatica,,rx,cyclobenzaprine,cyclobenzaprine,skeletal-muscle-relaxants,,b,n
sciatica,,rx/otc,naproxen,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx,diclofenac,diclofenac,nonsteroidal-anti-inflammatory-agents,,d,n
sciatica,,rx/otc,ibuprofen,,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,acetaminophen,acetaminophen,miscellaneous-analgesics,,c,n
sciatica,,rx,arthrotec,diclofenac/misoprostol,nonsteroidal-anti-inflammatory-agents,,x,n
sciatica,,rx/otc,tylenol,acetaminophen,miscellaneous-analgesics,,c,n
sciatica,,rx,voltaren,diclofenac,nonsteroidal-anti-inflammatory-agents,,d,n
sciatica,,rx/otc,aleve,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,paracetamol,,miscellaneous-analgesics,,c,n
sciatica,,rx,amrix,cyclobenzaprine,skeletal-muscle-relaxants,amrix|comfort pac with cyclobenzaprine|fexmid,b,n
sciatica,,rx/otc,tylenol arthritis pain,acetaminophen controlled-release tablets,miscellaneous-analgesics,tylenol 8 hour|tylenol arthritis pain,c,n
sciatica,,rx/otc,advil,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx,diclofenac|misoprostol,diclofenac/misoprostol,nonsteroidal-anti-inflammatory-agents,arthrotec,x,n
sciatica,,rx/otc,motrin,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,naprelan,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,aspirin,aspirin,platelet-aggregation-inhibitors,,n,n
sciatica,,rx/otc,bayer aspirin,aspirin tablets,platelet-aggregation-inhibitors,aspiritab|bayer,n,n
sciatica,,rx/otc,naprosyn,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,a-g profen,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,actiprofen,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,addaprin,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
sciatica,,rx/otc,arthritis pain,aspirin,platelet-aggregation-inhibitors,arthritis pain|aspi-cor|aspir 81|aspir-low|bayer plus|bufferin|durlaza|ecotrin|ecpirin|fasprin|halfprin|miniprin,n,n
sciatica,,rx/otc,ascriptin,aspirin,platelet-aggregation-inhibitors,,n,n
sciatica,,rx/otc,aspergum,aspirin,platelet-aggregation-inhibitors,,n,n
scleroderma,crest syndrome|limited scleroderma|localized scleroderma|morphea - linear|progressive systemic sclerosis,rx,methotrexate,methotrexate,antimetabolites,,x,n
scleroderma,crest syndrome|limited scleroderma|localized scleroderma|morphea - linear|progressive systemic sclerosis,rx,prednisone,prednisone,glucocorticoids,,c,n
scleroderma,crest syndrome|limited scleroderma|localized scleroderma|morphea - linear|progressive systemic sclerosis,rx,cyclophosphamide,cyclophosphamide,alkylating-agents,cytoxan|neosar|cytoxan lyophilized,d,n
scleroderma,crest syndrome|limited scleroderma|localized scleroderma|morphea - linear|progressive systemic sclerosis,rx,rayos,prednisone,glucocorticoids,,c,n
scrapes,,otc,vitamin a|d,vitamin a/vitamin d,topical-emollients,a+d original|baza clear|curad vitamin a|d,c,n
scrapes,,otc,baza clear,vitamin a/vitamin d,topical-emollients,a+d original|baza clear|curad vitamin a|d,c,n
scrapes,,otc,benzethonium chloride,benzethonium chloride topical,antiseptic-and-germicides,new skin bandage,n,n
scrapes,,otc,new skin bandage,benzethonium chloride topical,antiseptic-and-germicides,new skin bandage,n,n
scrapes,,otc,a+d,vitamin a/vitamin d,topical-emollients,a+d original|baza clear|curad vitamin a|d,c,n
scurvy,,rx/otc,vitamin c,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,ascorbic acid,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,betac,ascorbic acid injection,vitamins,ascor l 500|betac,n,n
scurvy,,rx/otc,vicks vitamin c drops,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,ascocid,ascorbic acid,vitamins,,n,n
scurvy,,rx/otc,ascorbic acid quick melts,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,ascor l 500,ascorbic acid injection,vitamins,ascor l 500|betac,n,n
scurvy,,rx/otc,ester-c,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,protexin,ascorbic acid solution|liquid|and syrup,vitamins,cecon|protexin,n,n
scurvy,,rx/otc,c-time,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,cee-500,ascorbic acid,vitamins,,n,n
scurvy,,rx/otc,c|rose hips,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,cecon,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,ascor,ascorbic acid,vitamins,,n,n
scurvy,,rx/otc,cemill,ascorbic acid controlled-release caps|controlled-release tabs,vitamins,cemill|cevi-bid,n,n
scurvy,,rx/otc,cemill 500,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
scurvy,,rx/otc,cemill 1000,ascorbic acid,vitamins,,n,n
scurvy,,rx/otc,cevi-bid,ascorbic acid controlled-release caps|controlled-release tabs,vitamins,cemill|cevi-bid,n,n
scurvy,,rx/otc,n ice with vitamin c,ascorbic acid,vitamins,acerola|ascorbic acid quick melts|c/rose hips|cecon|cemill 500|c-time|ester-c|n ice with vitamin c|sunkist vitamin c|vasoflex hd|vicks vitamin c drops|vitamin c,n,n
seasonal affective disorder,,rx,wellbutrin xl,bupropion,miscellaneous-antidepressants,aplenzin|forfivo xl|wellbutrin sr|wellbutrin xl|zyban advantage pack,c,n
seasonal affective disorder,,rx,bupropion,bupropion,miscellaneous-antidepressants,,c,n
seasonal affective disorder,,rx,budeprion xl,bupropion extended-release tablets,miscellaneous-antidepressants,aplenzin|budeprion xl|forfivo xl|wellbutrin xl,c,n
seasonal allergic conjunctivitis,,rx,pataday,olopatadine ophthalmic,ophthalmic-antihistamines-and-decongestants,pataday|patanol|pazeo,c,n
seasonal allergic conjunctivitis,,rx,patanol,olopatadine ophthalmic,ophthalmic-antihistamines-and-decongestants,,c,n
seasonal allergic conjunctivitis,,rx/otc,olopatadine,olopatadine ophthalmic,ophthalmic-antihistamines-and-decongestants,pataday|patanol|pazeo,c,n
seasonal allergic conjunctivitis,,rx,lotemax,loteprednol,ophthalmic-steroids,alrex|inveltys|lotemax|lotemax sm,c,n
seasonal allergic conjunctivitis,,rx,pazeo,olopatadine ophthalmic,ophthalmic-antihistamines-and-decongestants,pataday|patanol|pazeo,c,n
seasonal allergic conjunctivitis,,rx,ketorolac,ketorolac ophthalmic,ophthalmic-anti-inflammatory-agents,acular|acular ls|acuvail|acular pf,c,n
seasonal allergic conjunctivitis,,rx,acular,ketorolac ophthalmic,ophthalmic-anti-inflammatory-agents,acular|acular ls|acuvail,c,n
seasonal allergic conjunctivitis,,rx,alrex,loteprednol,ophthalmic-steroids,alrex|inveltys|lotemax|lotemax sm,c,n
seasonal allergic conjunctivitis,,rx,loteprednol,loteprednol,ophthalmic-steroids,alrex|inveltys|lotemax|lotemax sm,c,n
seasonal allergic conjunctivitis,,rx,acular ls,ketorolac ophthalmic,ophthalmic-anti-inflammatory-agents,acular|acular ls|acuvail,c,n
seasonal allergic conjunctivitis,,rx,acular pf,ketorolac,ophthalmic-anti-inflammatory-agents,,c,n
seborrheic dermatitis,,rx/otc,ketoconazole,ketoconazole topical,topical-antifungals,extina|ketodan|kuric|nizoral a-d|nizoral topical|xolegel,c,n
seborrheic dermatitis,,rx,clobetasol,clobetasol topical,topical-steroids,clobex|clodan|impoyz|olux|olux-e|temovate|tovet|cormax|embeline e|clobevate|embeline|olux/olux-e kit|cormax scalp|tovet kit|clobetasol|clobetasol|temovate e|cormax|embeline e|clobevate|embeline|olux/olux-e kit|cormax scalp|tovet kit|clobetasol (eqv-temovate e)|clobetasol (eqv-temovate),c,n
seborrheic dermatitis,,rx/otc,nizoral topical,ketoconazole topical,topical-antifungals,extina|ketodan|kuric|nizoral a-d|nizoral topical|xolegel,c,n
seborrheic dermatitis,,rx,ciclopirox,ciclopirox topical,topical-antifungals,ciclodan|ciclodan kit|cnl8 nail|loprox|pedipirox-4|penlac nail lacquer|loprox ts,b,n
seborrheic dermatitis,,rx/otc,hydrocortisone,hydrocortisone rectal,topical-steroids,anucort-hc|anumed-hc|anusol-hc|cortizone-10 anal itch cream|hemorrhoidal hc|hemril-30|hemril-hc uniserts|preparation h hydrocortisone|procto-kit 1%|procto-kit 2.5%|procto-pak 1%|proctocort|proctocream-hc|proctosert hc|proctosol-hc|proctozone hc|proctozone-h|recort plus|rectasol-hc|tucks hc,c,n
seborrheic dermatitis,,rx,loprox,ciclopirox topical,topical-antifungals,ciclodan|ciclodan kit|cnl8 nail|loprox|pedipirox-4|penlac nail lacquer,b,n
seborrheic dermatitis,,rx/otc,selenium sulfide,selenium sulfide topical,miscellaneous-topical-agents,dandrex|selrx|selsun blue balanced treatment|tersi foam|exsel|head|shoulders intensive treatment|sel-pen blue|selsun blue|dandruff control|glo-sel|selsun blue 2 in 1|selsun blue moisturizing treatment|selseb|selenos|selsun|exsel|head|shoulders intensive treatment|sel-pen blue|selsun blue|dandruff control|glo-sel|selsun blue 2 in 1|selsun blue moisturizing treatment|selseb|selenos,c,n
seborrheic dermatitis,,rx,prednisone,prednisone,glucocorticoids,,c,n
seborrheic dermatitis,,rx/otc,fluocinolone,fluocinolone topical,topical-steroids,capex|synalar,c,n
seborrheic dermatitis,,rx/otc,nizoral a-d,ketoconazole topical,topical-antifungals,extina|ketodan|kuric|nizoral a-d|nizoral topical|xolegel,c,n
seborrheic dermatitis,,otc,pyrithione zinc,pyrithione zinc shampoo,miscellaneous-topical-agents,aveeno nourishdandruff control|beta med|dermazinc shampoo|dhs body wash|dhs zinc|head|shoulders classic clean|head|shoulders dry scalp 2 in 1|neutrogena t/gel daily control|selsun blue dry scalp|selsun blue salon|theraplex z|head|shoulders 2 in 1|head|shoulders classic clean|head|shoulders dry scalp 2 in 1|neutrogena t/gel daily control|selsun blue dry scalp|selsun blue salon|theraplex z,n,n
seborrheic dermatitis,,rx,sulfacetamide sodium,sulfacetamide sodium topical,topical-antibiotics,klaron|mexar|ovace|ovace plus|seb-prev|sebizon|re 10,c,n
seborrheic dermatitis,,rx,dexamethasone intensol,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n
seborrheic dermatitis,,rx,dexamethasone,dexamethasone,glucocorticoids,,c,n
seborrheic dermatitis,,rx,sulfacetamide sodium|sulfur,sulfacetamide sodium/sulfur topical,topical-antibiotics,avar|bp 10-wash|clarifoam ef|garimide|plexion|prascion cleanser|rosanil cleanser|rosula|sulfacleans 8/4|sumadan|sumaxin|suphera|virti-sulf|zencia wash|sulfacet-r|zetacet|plexion cleanser|plexion ts|rosula cleanser|nicosyn|avar cleanser|clenia foaming wash|clenia emollient cream|avar gel|avar green|rosac|avar-e emollient|avar-e green|rosaderm cleanser|zetacet wash|plexion sct|plexion cleansing cloths|sulfatol|sulfatol cleanser|prascion fc cloths|prascion ra|rosula clarifying wash|prascion|rosac wash|topisulf|sulfatol c|sulzee wash|sulfatol ss|sumaxin wash|avar ls cleanser|avar-e ls|se 10-5 ss|avar-e|sumaxin ts|sumadan wash|sumaxin cp|avar ls|sumadan xlt|rosula wash|novacet|sulfacet-r|zetacet|plexion cleanser|plexion ts|rosula cleanser|nicosyn|avar cleanser|clenia foaming wash|clenia emollient cream|avar gel|avar green|rosac|avar-e emollient|avar-e green|rosaderm cleanser|zetacet wash|plexion sct|plexion cleansing cloths|sulfatol (obsolete)|sulfatol cleanser (obsolete)|prascion fc cloths|prascion ra|rosula clarifying wash (obsolete)|prascion|rosac wash|topisulf|sulfatol c|sulzee wash|sulfatol ss|sumaxin wash|avar ls cleanser|avar-e ls|se 10-5 ss|avar-e|sumaxin ts|sumadan wash|sumaxin cp|avar ls|sumadan xlt|rosula wash,c,n
seborrheic dermatitis,,rx/otc,xolegel,ketoconazole topical,topical-antifungals,,c,n
seborrheic dermatitis,,rx/otc,coal tar,coal tar topical,miscellaneous-topical-agents,balnetar|denorex extra strength|dhs tar shampoo|elta tar|ionil t|mg217 medicated tar|neutrogena t/gel|oxipor vhc|psoriasin|scytera|tarsum|tegrin medicated|theraplex t|zetar|g-tar|zeprime tar emulsion|ionil t plus|pentrax|denorex|estar|betatar gel|fototar|doak tar|therapeutic|neutrogena t/gel extra strength|denorex medicated shampoo/conditioner|denorex dry scalp|mg217 psoriasis|doak tar oil|neutrogena t/derm|pentrax gold|t/gel conditioner|tegrin medicated soap|psorigel|polytar|doctar|cutar|reme-t|tera gel|exorex|polytar mild|psoriderm|clinitar|alphosyl|alphosyl 2 in 1|exorex|carbo-dome|coal tar strong|t/gel|doak oil forte|amcal anti itch bath solution|hamilton formicare skin wash|apha keri tar|neutrogena t-gel conditioner|orion coal tar|linotar|exorex penetrating emulsion psoriasis medication|apha keri tar gel|linotar gel 2|linotar gel 3|hamilton pine tar with menthol|eczema cream|pinetarsol tar|resolve itch cleansing gel|pc tar|anti-dandruff|psoriasin advanced treatment|psoriatar|coal tar|zetar|g-tar|zeprime tar emulsion|ionil t plus|pentrax|denorex|estar|betatar gel|fototar|doak tar|therapeutic|neutrogena t/gel extra strength|denorex medicated shampoo/conditioner|denorex dry scalp|mg217 psoriasis|doak tar oil|neutrogena t/derm|pentrax gold|t/gel conditioner|tegrin medicated soap|psorigel|polytar|doctar|cutar|reme-t|tera gel|exorex|polytar mild|psoriderm|clinitar|alphosyl|alphosyl 2 in 1|exorex (obsolete)|carbo-dome|coal tar strong|t/gel (obsolete)|doak oil forte|amcal anti itch bath solution|hamilton formicare skin wash|apha keri tar|neutrogena t-gel conditioner|orion coal tar|linotar|exorex penetrating emulsion psoriasis medication|apha keri tar gel|linotar gel 2|linotar gel 3|hamilton pine tar with menthol (obsolete)|eczema cream|pinetarsol tar|resolve itch cleansing gel (obsolete)|pc tar|anti-dandruff|psoriasin advanced treatment|psoriatar,c,n
seborrheic dermatitis,,rx/otc,cortaid,hydrocortisone,topical-steroids,,c,n
seborrheic dermatitis,,rx/otc,extina,ketoconazole topical,topical-antifungals,,c,n
seborrheic dermatitis,,rx/otc,locoid,hydrocortisone topical,topical-steroids,ala-cort|aquanil hc|beta hc|cortizone-5|dermarest plus anti-itch|dermtex hc|gynecort maximum strength|instacort|itch-x lotion|locoid|pandel|sarnol-hc,c,n
seborrheic dermatitis,,rx/otc,locoid lipocream,hydrocortisone,topical-steroids,,c,n
seborrheic dermatitis,,rx/otc,ala-cort,hydrocortisone topical,topical-steroids,ala-cort|aquanil hc|beta hc|cortizone-5|dermarest plus anti-itch|dermtex hc|gynecort maximum strength|instacort|itch-x lotion|locoid|pandel|sarnol-hc,c,n
seborrheic dermatitis,,rx/otc,ala-scalp,,topical-steroids,,c,n
seborrheic dermatitis,,rx/otc,ala-scalp hp,hydrocortisone,topical-steroids,,c,n
seborrheic dermatitis,,rx/otc,aquanil hc,hydrocortisone topical,topical-steroids,ala-cort|aquanil hc|beta hc|cortizone-5|dermarest plus anti-itch|dermtex hc|gynecort maximum strength|instacort|itch-x lotion|locoid|pandel|sarnol-hc,c,n
seborrheic keratosis,,rx/otc,eskata,hydrogen peroxide solution,topical-anti-infectives,eskata,n,n
seborrheic keratosis,,rx/otc,hydrogen peroxide,hydrogen peroxide oral rinse,topical-anti-infectives,,n,n
secondary cutaneous bacterial infections,,rx,mupirocin,mupirocin topical,topical-antibiotics,bactroban|centany|centany at kit,b,n
secondary cutaneous bacterial infections,,rx,sulfacetamide sodium,sulfacetamide sodium topical,topical-antibiotics,klaron|mexar|ovace|ovace plus|seb-prev|sebizon|re 10,c,n
secondary cutaneous bacterial infections,,rx,klaron,sulfacetamide sodium topical,topical-antibiotics,klaron|mexar|ovace|ovace plus|seb-prev,c,n
secondary cutaneous bacterial infections,,rx,bactroban,mupirocin topical,topical-antibiotics,,b,n
secondary cutaneous bacterial infections,,rx,centany,mupirocin topical,topical-antibiotics,bactroban|centany|centany at kit,b,n
secondary cutaneous bacterial infections,,rx,mexar,sulfacetamide sodium topical,topical-antibiotics,klaron|mexar|ovace|ovace plus|seb-prev,c,n
secondary cutaneous bacterial infections,,rx,ovace plus,sulfacetamide sodium topical,topical-antibiotics,klaron|mexar|ovace|ovace plus|seb-prev,c,n
secondary cutaneous bacterial infections,,rx,centany at,mupirocin,,,b,n
secondary cutaneous bacterial infections,,rx,ovace,sulfacetamide sodium topical,topical-antibiotics,klaron|mexar|ovace|ovace plus|seb-prev,c,n
secondary cutaneous bacterial infections,,rx,centany at kit,mupirocin topical,topical-antibiotics,bactroban|centany|centany at kit,b,n
secondary cutaneous bacterial infections,,rx,pirnuo,,,,b,n
secondary hyperparathyroidism,,rx,sensipar,cinacalcet,calcimimetics,,c,n
secondary hyperparathyroidism,,rx,calcitriol,calcitriol,vitamins,calcijex|rocaltrol,c,n
secondary hyperparathyroidism,,rx,zemplar,paricalcitol,vitamins,,c,n
secondary hyperparathyroidism,,rx,hectorol,doxercalciferol,vitamins,hectorol,b,n
secondary hyperparathyroidism,,rx,paricalcitol,paricalcitol,vitamins,zemplar,c,n
secondary hyperparathyroidism,,rx,rocaltrol,calcitriol capsules,vitamins,rocaltrol,c,n
secondary hyperparathyroidism,,rx,cinacalcet,cinacalcet,calcimimetics,sensipar,c,n
secondary hyperparathyroidism,,rx,doxercalciferol,doxercalciferol,vitamins,hectorol,b,n
sedation,,rx,trazodone,trazodone,phenylpiperazine-antidepressants,,c,n
sedation,,rx,hydroxyzine,hydroxyzine,antihistamines,,n,n
sedation,,rx,ativan,lorazepam,benzodiazepine-anticonvulsants,,d,4
sedation,,rx,lorazepam,lorazepam,benzodiazepine-anticonvulsants,,d,4
sedation,,rx,lorazepam intensol,lorazepam,benzodiazepine-anticonvulsants,,d,4
sedation,,rx,desyrel,trazodone,phenylpiperazine-antidepressants,desyrel,c,n
sedation,,rx,phenergan,promethazine,antihistamines,,c,n
sedation,,rx,promethazine,promethazine,antihistamines,,c,n
sedation,,rx,fentanyl,fentanyl transdermal,narcotic-analgesics,,c,2
sedation,,rx,precedex,dexmedetomidine,miscellaneous-anxiolytics-sedatives-and-hypnotics,precedex,c,n
sedation,,rx,seconal,secobarbital,barbiturates,seconal,d,2
sedation,,rx,desyrel dividose,trazodone,phenylpiperazine-antidepressants,,c,n
sedation,,rx,dexmedetomidine,dexmedetomidine,miscellaneous-anxiolytics-sedatives-and-hypnotics,precedex,c,n
sedation,,rx,phenobarbital,phenobarbital,barbiturate-anticonvulsants,solfoton|luminal,d,4
sedation,,rx,amytal sodium,amobarbital,barbiturates,amytal sodium,d,2
sedation,,rx,promethegan,promethazine,antihistamines,phenadoz|promethegan,c,n
sedation,,rx,phenadoz,promethazine,antihistamines,phenadoz|promethegan,c,n
sedation,,rx,secobarbital,secobarbital,barbiturates,seconal sodium,d,2
sedation,,rx,antinaus 50,promethazine,antihistamines,,c,n
sedation,,rx,nembutal sodium,pentobarbital,barbiturates,nembutal sodium,d,m
sedation,,rx,pentobarbital,pentobarbital,barbiturates,nembutal sodium|nembutal,d,m
sedation,,rx,chloral hydrate,chloral hydrate capsules,miscellaneous-anxiolytics-sedatives-and-hypnotics,somnote,c,4
sedation,,rx,seconal sodium,secobarbital,barbiturates,seconal sodium,d,2
sedation,,rx,amobarbital,amobarbital,barbiturates,amytal sodium,d,2
seizure prophylaxis during or following neurosurgery,,rx,phenytoin,phenytoin,group-i-antiarrhythmics,,d,n
seizure prophylaxis during or following neurosurgery,,rx,dilantin,phenytoin,group-i-antiarrhythmics,,d,n
seizure prophylaxis during or following neurosurgery,,rx,phenytoin sodium,,group-i-antiarrhythmics,,d,n
seizure prophylaxis during or following neurosurgery,,rx,phenytek,phenytoin,group-i-antiarrhythmics,dilantin|phenytek,d,n
seizure prophylaxis,,rx,lamictal,lamotrigine,triazine-anticonvulsants,,c,n
seizure prophylaxis,,rx,topamax,topiramate,carbonic-anhydrase-inhibitor-anticonvulsants,,d,n
seizure prophylaxis,,rx,lamotrigine,lamotrigine,triazine-anticonvulsants,lamictal|lamictal odt|lamictal xr|subvenite|lamictal starter kit|lamictal starter kit|lamictal starter kit|lamictal odt patient titration kit|lamictal odt patient titration kit|lamictal odt patient titration kit|lamictal xr patient titration kit|lamictal xr patient titration kit|lamictal xr patient titration kit|lamotrigine starter kit|lamotrigine starter kit|lamotrigine starter kit|subvenite starter kit|subvenite starter kit|subvenite starter kit|lamictal cd|lamictal starter kit (blue)|lamictal starter kit (green)|lamictal starter kit (orange)|lamictal odt patient titration kit (blue)|lamictal odt patient titration kit (orange)|lamictal odt patient titration kit (green)|lamictal xr patient titration kit (blue)|lamictal xr patient titration kit (orange)|lamictal xr patient titration kit (green)|lamotrigine starter kit (blue)|lamotrigine starter kit (green)|lamotrigine starter kit (orange)|subvenite starter kit (blue)|subvenite starter kit (green)|subvenite starter kit (orange),c,n
seizure prophylaxis,,rx,clonazepam,clonazepam,benzodiazepine-anticonvulsants,,d,4
seizure prophylaxis,,rx,topiramate,topiramate,carbonic-anhydrase-inhibitor-anticonvulsants,qudexy xr sprinkle|topamax|topamax sprinkle|trokendi xr|topiragen,d,n
seizure prophylaxis,,rx,klonopin,clonazepam,benzodiazepine-anticonvulsants,,d,4
seizure prophylaxis,,rx,lamictal xr,lamotrigine,triazine-anticonvulsants,lamictal|lamictal odt|lamictal xr|subvenite,c,n
seizure prophylaxis,,rx,diazepam,diazepam,benzodiazepine-anticonvulsants,,d,4
seizure prophylaxis,,rx,valproic acid,valproic acid,fatty-acid-derivative-anticonvulsants,depakene|valproate sodium|depacon|stavzor,d,n
seizure prophylaxis,,rx,valium,diazepam,benzodiazepine-anticonvulsants,,d,4
seizure prophylaxis,,rx/otc,epsom salt,magnesium sulfate,laxatives,epsom salt,d,n
seizure prophylaxis,,rx/otc,magnesium sulfate,magnesium sulfate,laxatives,magnesium sulfate-sodium chloride,d,n
seizure prophylaxis,,rx,lamictal odt,lamotrigine,triazine-anticonvulsants,lamictal|lamictal odt|lamictal xr|subvenite,c,n
seizure prophylaxis,,rx,trokendi xr,topiramate,carbonic-anhydrase-inhibitor-anticonvulsants,,d,n
seizure prophylaxis,,rx,diamox,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
seizure prophylaxis,,rx,tranxene,clorazepate,benzodiazepines,,n,4
seizure prophylaxis,,rx,clorazepate,clorazepate,benzodiazepines,tranxene t-tab|tranxene sd,n,4
seizure prophylaxis,,rx,lamictal cd,lamotrigine,triazine-anticonvulsants,,c,n
seizure prophylaxis,,rx,topamax sprinkle,topiramate,carbonic-anhydrase-inhibitor-anticonvulsants,qudexy xr sprinkle|topamax|topamax sprinkle|trokendi xr,d,n
seizure prophylaxis,,rx,acetazolamide,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
seizure prophylaxis,,rx,qudexy xr,topiramate,carbonic-anhydrase-inhibitor-anticonvulsants,qudexy xr sprinkle|topamax|topamax sprinkle|trokendi xr,d,n
seizure prophylaxis,,rx,sabril,vigabatrin,gamma-aminobutyric-acid-analogs,,c,n
seizure prophylaxis,,rx,diamox sequels,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
seizure prophylaxis,,rx,tranxene t-tab,clorazepate,benzodiazepines,tranxene t-tab,n,4
seizure prophylaxis,,rx,vigabatrin,vigabatrin,gamma-aminobutyric-acid-analogs,sabril|vigadrone,c,n
seizures,absence seizure|complex partial seizure|fits,rx,keppra,levetiracetam,pyrrolidine-anticonvulsants,,c,n
seizures,absence seizure|complex partial seizure|fits,rx,levetiracetam,levetiracetam,pyrrolidine-anticonvulsants,keppra|keppra xr|roweepra|spritam|roweepra xr,c,n
seizures,absence seizure|complex partial seizure|fits,rx,dilantin,phenytoin,group-i-antiarrhythmics,,d,n
seizures,absence seizure|complex partial seizure|fits,rx,vimpat,lacosamide,miscellaneous-anticonvulsants,,c,5
