,disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label,cui_from_generic,cui_from_brand,cui_combined_gen_brand,rxnorms_from_CUI
14731,vaginal dryness,,rx/otc,k-y jelly,,,,n,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
14733,varicella zoster prophylaxis,,rx,varivax,varicella virus vaccine,viral-vaccines,varivax,c,n,C0078048,C0947706,C0078048|C0947706,
14734,varicella zoster prophylaxis,,rx,varicella virus vaccine,varicella virus vaccine,viral-vaccines,varivax,c,n,C0078048,C0947706,C0078048|C0947706,
14735,varicella zoster prophylaxis,,rx,proquad,measles|mumps|rubella/varicella vaccine,vaccine-combinations,,c,n,,C1272460|C1705112,C1272460|C1705112,
14736,varicella zoster prophylaxis,,rx,measles virus vaccine|mumps virus vaccine|rubella virus vaccine|varicella virus vaccine,measles|mumps|rubella/varicella vaccine,vaccine-combinations,proquad,c,n,,C1656276,C1656276,
14737,varicella zoster,chickenpox,rx,acyclovir,acyclovir,purine-nucleosides,,b,n,C0001367,C1272460|C1705112,C0001367|C1272460|C1705112,aspirin
14738,varicella zoster,chickenpox,rx,valacyclovir,valacyclovir,purine-nucleosides,,b,n,C0249458,C1272460|C1705112,C0249458|C1272460|C1705112,rolapitant 1.8 mg/ml
14739,varicella zoster,chickenpox,rx,valtrex,valacyclovir,purine-nucleosides,,b,n,C0249458,C1272460|C1705112,C0249458|C1272460|C1705112,rolapitant 1.8 mg/ml
14740,varicella zoster,chickenpox,rx,zovirax,acyclovir,purine-nucleosides,,b,n,C0001367,C1272460|C1705112,C0001367|C1272460|C1705112,aspirin
14741,varicella zoster,chickenpox,rx,foscavir,foscarnet,miscellaneous-antivirals,foscavir,c,n,C0070895,C0730991,C0070895|C0730991,metaproterenol
14742,varicella zoster,chickenpox,rx,varicella zoster immune globulin,varicella zoster immune globulin,immune-globulins,varizig,c,n,C0078049,C1700633,C0078049|C1700633,ergocalciferol
14743,varicella zoster,chickenpox,rx,immune globulin intramuscular,immune globulin ,immune-globulins,gamastan|gamastan s/d|baygam|biogam,c,n,,,,
14744,varicella zoster,chickenpox,rx,varizig,varicella zoster immune globulin,immune-globulins,varizig,c,n,C0078049,C1700633,C0078049|C1700633,ergocalciferol
14745,varicella zoster,chickenpox,rx,foscarnet,foscarnet,miscellaneous-antivirals,foscavir,c,n,C0070895,C0730991,C0070895|C0730991,metaproterenol
14746,varicella zoster,chickenpox,rx,gamastan s|d,immune globulin ,immune-globulins,gamastan|gamastan s/d,c,n,,,,
14747,varicose vein,,rx,polidocanol,laureth-9,sclerosing-agents,asclera|varithena,c,n,C0771832,,C0771832,
14748,varicose vein,,rx,sotradecol,sodium tetradecyl sulfate,sclerosing-agents,sotradecol,c,n,C0037556,C0087006,C0037556|C0087006,citric acid/potassium citrate oral powder product
14749,varicose vein,,rx,asclera,laureth-9,sclerosing-agents,,c,n,C0771832,C1272460|C1705112,C0771832|C1272460|C1705112,
14750,varicose vein,,rx,varithena,laureth-9,sclerosing-agents,asclera|varithena,c,n,C0771832,,C0771832,
14751,varicose vein,,rx,sodium tetradecyl sulfate,sodium tetradecyl sulfate,sclerosing-agents,sotradecol,c,n,C0037556,C0087006,C0037556|C0087006,citric acid/potassium citrate oral powder product
14752,vascular magnetic resonance imaging,,rx,gadavist,gadobutrol,magnetic-resonance-imaging-contrast-media,,c,n,C0291216,C1272460|C1705112,C0291216|C1272460|C1705112,
14753,vascular magnetic resonance imaging,,rx,magnevist,gadopentetate dimeglumine,magnetic-resonance-imaging-contrast-media,,c,n,C0060934,C1272460|C1705112,C0060934|C1272460|C1705112,benzocaine/menthol/zinc chloride topical cream
14754,vascular magnetic resonance imaging,,rx,omniscan,gadodiamide,magnetic-resonance-imaging-contrast-media,omniscan|omniscan prefill plus,c,n,C0082646,,C0082646,
14755,vascular magnetic resonance imaging,,rx,gadopentetate dimeglumine,gadopentetate dimeglumine,magnetic-resonance-imaging-contrast-media,magnevist|multihance,c,n,C0060934,,C0060934,benzocaine/menthol/zinc chloride topical cream
14756,vascular magnetic resonance imaging,,rx,gadobutrol,gadobutrol,magnetic-resonance-imaging-contrast-media,gadavist,c,n,C0291216,C3154257,C0291216|C3154257,
14757,vascular magnetic resonance imaging,,rx,gadodiamide,gadodiamide,magnetic-resonance-imaging-contrast-media,omniscan|omniscan prefill plus|omniscan safepak,c,n,C0082646,,C0082646,
14758,vasoactive intestinal peptide tumor,,rx,sandostatin,octreotide,somatostatin-and-somatostatin-analogs,,b,n,C0028833,C1272460|C1705112,C0028833|C1272460|C1705112,guanethidine
14759,vasoactive intestinal peptide tumor,,rx,octreotide,octreotide,somatostatin-and-somatostatin-analogs,sandostatin|sandostatin lar depot|benfyzia,b,n,C0028833,,C0028833,guanethidine
14760,vasoactive intestinal peptide tumor,,rx,sandostatin lar depot,octreotide,somatostatin-and-somatostatin-analogs,sandostatin|sandostatin lar depot,b,n,C0028833,,C0028833,guanethidine
14761,vasomotor rhinitis,,rx,carbinoxamine,carbinoxamine,antihistamines,arbinoxa|karbinal er|ryvent|histex ct|carbinoxamine pd|pediox|histex i/e|pediatex|palgic|histex pd 12|carboxine|cordron nr|pediatex 12|mintex pd|histex pd|histex ct|carbinoxamine pd|pediox|histex i/e|pediatex|palgic|histex pd 12|carboxine|cordron nr|pediatex 12|mintex pd,c,n,C0054672,,C0054672,ketotifen
14762,vasomotor rhinitis,,rx,arbinoxa,carbinoxamine,antihistamines,arbinoxa|karbinal er|ryvent,c,n,C0054672,,C0054672,ketotifen
14763,vasomotor rhinitis,,rx,carboxine,carbinoxamine,antihistamines,,c,n,C0054672,C1272460|C1705112,C0054672|C1272460|C1705112,ketotifen
14764,vasomotor rhinitis,,rx,histex pd,carbinoxamine liquid,antihistamines,histex pd|pediatex,c,n,C1170125,,C1170125,
14765,vasomotor rhinitis,,rx,ryvent,carbinoxamine,antihistamines,arbinoxa|karbinal er|ryvent,c,n,C0054672,,C0054672,ketotifen
14766,vasomotor rhinitis,,rx,histex ct,carbinoxamine,antihistamines,,c,n,C0054672,C1272460|C1705112,C0054672|C1272460|C1705112,ketotifen
14767,vasomotor rhinitis,,rx,histex ie,carbinoxamine,antihistamines,,c,n,C0054672,C1272460|C1705112,C0054672|C1272460|C1705112,ketotifen
14768,vasomotor rhinitis,,rx,karbinal er,carbinoxamine,antihistamines,arbinoxa|karbinal er|ryvent,c,n,C0054672,,C0054672,ketotifen
14769,vasospasm,smooth muscle spasm|vascular spasm|visceral spasm,rx,papaverine,papaverine,peripheral-vasodilators,,n,n,C0030350,C1272460|C1705112,C0030350|C1272460|C1705112,norethindrone
14770,venography,,rx,visipaque,iodixanol,non-ionic-iodinated-contrast-media,visipaque,b,n,C0063757,C0377786,C0063757|C0377786,deferoxamine mesylate 2000 mg
14771,venography,,rx,ultravist,iopromide,non-ionic-iodinated-contrast-media,ultravist,b,n,C0063817,C0728741,C0063817|C0728741,
14772,venography,,rx,iodixanol,iodixanol,non-ionic-iodinated-contrast-media,visipaque|visipaque rediflo cartridge,b,n,C0063757,,C0063757,deferoxamine mesylate 2000 mg
14773,venography,,rx,ioversol,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350|optiray 160,b,n,C0063828,,C0063828,
14774,venography,,rx,optiray 240,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14775,venography,,rx,optiray 300,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14776,venography,,rx,optiray 350,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14777,venography,,rx,optiray 320,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14778,venography,,rx,iopromide,iopromide,non-ionic-iodinated-contrast-media,ultravist,b,n,C0063817,C0728741,C0063817|C0728741,
14779,venomous scorpion bite,scorpion envenomation|scorpion stings,rx,anascorp,antivenom,antitoxins-and-antivenins,,c,n,C0003450,C1272460|C1705112,C0003450|C1272460|C1705112,
14780,venomous scorpion bite,scorpion envenomation|scorpion stings,rx,antivenom (centruroides scorpion),antivenom,antitoxins-and-antivenins,anascorp,c,n,C0003450,C3195386,C0003450|C3195386,
14781,venomous snake bite,,rx,crofab,antivenin polyvalent pol ee vay lent),antitoxins-and-antivenins,anavip|crofab,c,n,,,,
14782,venomous snake bite,,rx,antivenin (crotalidae) polyvalent,antivenin polyvalent pol ee vay lent),antitoxins-and-antivenins,anavip|crofab|antivenin polyvalent|anavip|crofab,c,n,,,,
14783,venomous snake bite,,rx,anavip,antivenin polyvalent pol ee vay lent),antitoxins-and-antivenins,anavip|crofab,c,n,,,,
14784,venomous snake bite,,rx,antivenin polyvalent,antivenin polyvalent,antitoxins-and-antivenins,,c,n,C0718591,C1272460|C1705112,C0718591|C1272460|C1705112,
14785,venomous snake bite,,rx,antivenin (micrurus fulvius),antivenin,antitoxins-and-antivenins,,n,n,C0003450,C1272460|C1705112,C0003450|C1272460|C1705112,
14786,venomous spider bite,,rx,antivenin (black widow spider),antivenin,antitoxins-and-antivenins,,c,n,C0003450,C1272460|C1705112,C0003450|C1272460|C1705112,
14787,venomous spider bite,,rx,antivenin (latrodectus mactans),,antitoxins-and-antivenins,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
14788,venous thromboembolism,,rx,eliquis,apixaban,factor-xa-inhibitors,,b,n,C1831808,C1272460|C1705112,C1831808|C1272460|C1705112,ammonium chloride
14789,venous thromboembolism,,rx,fragmin,dalteparin,heparins,,b,n,C0206461,C1272460|C1705112,C0206461|C1272460|C1705112,pentazocine pill
14790,venous thromboembolism,,rx,dalteparin,dalteparin,heparins,fragmin,b,n,C0206461,C0917726,C0206461|C0917726,pentazocine pill
14791,venous thromboembolism,,rx,apixaban,apixaban,factor-xa-inhibitors,eliquis|eliquis starter pack for treatment of dvt/pe,b,n,C1831808,,C1831808,ammonium chloride
14792,venous thromboembolism,,rx,betrixaban,betrixaban,factor-xa-inhibitors,bevyxxa,,n,C2698385,,C2698385,aluminum hydroxide
14793,venous thromboembolism,,rx,bevyxxa,betrixaban,factor-xa-inhibitors,,,n,C2698385,C1272460|C1705112,C2698385|C1272460|C1705112,aluminum hydroxide
14794,venous thromboembolism,,rx,dextran 40,,plasma-expanders,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
14795,venous thromboembolism,,rx,dextranlow molecular weight,dextran 40,plasma-expanders,,c,n,C0011793,C1272460|C1705112,C0011793|C1272460|C1705112,sodium fluoride
14796,ventricular arrhythmia,,rx,sotalol,sotalol,group-iii-antiarrhythmics,betapace|betapace af|sorine|sotalol hydrochloride af|sotylize,b,n,C0037707,,C0037707,"sodium phosphate, dibasic"
14797,ventricular arrhythmia,,rx,betapace,sotalol tablets,group-iii-antiarrhythmics,betapace|sorine,b,n,,,,
14798,ventricular arrhythmia,,rx/otc,magnesium sulfate,magnesium sulfate,laxatives,magnesium sulfate-sodium chloride,d,n,C0024480,C2725109,C0024480|C2725109,atomoxetine
14799,ventricular arrhythmia,,rx/otc,epsom salt,magnesium sulfate,laxatives,epsom salt,d,n,C0024480,C0885555,C0024480|C0885555,atomoxetine
14800,ventricular arrhythmia,,rx,sorine,sotalol tablets,group-iii-antiarrhythmics,betapace|sorine,b,n,,,,
14801,ventricular arrhythmia,,rx,acebutolol,acebutolol,cardioselective-beta-blockers,sectral,b,n,C0000946,C0036543,C0000946|C0036543,calcium carbonate/cholecalciferol/vitamin k oral product
14802,ventricular arrhythmia,,rx,sotylize,sotalol oral solution,group-iii-antiarrhythmics,sotylize,b,n,,,,
14803,ventricular arrhythmia,,rx,endrate,,miscellaneous-cardiovascular-agents,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
14804,ventricular fibrillation,,rx,amiodarone,amiodarone tablets,group-iii-antiarrhythmics,,d,n,,C1272460|C1705112,C1272460|C1705112,
14805,ventricular fibrillation,,rx,pacerone,amiodarone,group-iii-antiarrhythmics,pacerone,d,n,C0002598,C0722418,C0002598|C0722418,bismuth dipropylacetate
14806,ventricular fibrillation,,rx,lidocaine,lidocaine injection,group-i-antiarrhythmics,uad caine|xylocaine hcl|lidoject 1|xylocaine dental cartridges|lidoject 2|xylocaine duo-trach kit|xylocaine hcl for spinal|l-caine|dilocaine|nervocaine|truxacaine|anestacaine|xylocaine-mpf|lidoject 1|xylocaine dental cartridges|lidoject 2|xylocaine duo-trach kit|xylocaine hcl for spinal|l-caine|dilocaine|nervocaine|truxacaine|anestacaine,b,n,,,,
14807,ventricular fibrillation,,rx,vasopressin,vasopressin,antidiuretic-hormones,vasostrict|pitressin,c,n,C0003779|C0201849,,C0003779|C0201849,
14808,ventricular fibrillation,,rx,nexterone,amiodarone,group-iii-antiarrhythmics,,d,n,C0002598,C1272460|C1705112,C0002598|C1272460|C1705112,bismuth dipropylacetate
14809,ventricular fibrillation,,rx,xylocaine-mpf,lidocaine,group-i-antiarrhythmics,,b,n,C0023660|C0202404,C1272460|C1705112,C0023660|C0202404|C1272460|C1705112,
14810,ventricular fibrillation,,rx,xylocaine hcl,lidocaine injection,group-i-antiarrhythmics,uad caine|xylocaine hcl,b,n,,,,
14811,ventricular fibrillation,,rx,dentipatch,,group-i-antiarrhythmics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
14812,ventricular fibrillation,,rx,vasostrict,vasopressin,antidiuretic-hormones,vasostrict,c,n,C0003779|C0201849,,C0003779|C0201849,
14813,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,atenolol,atenolol,cardioselective-beta-blockers,,d,n,C0004147,C1272460|C1705112,C0004147|C1272460|C1705112,aluminum hydroxide/magnesium hydroxide/magnesium trisilicate chewable product
14814,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,amiodarone,amiodarone tablets,group-iii-antiarrhythmics,,d,n,,C1272460|C1705112,C1272460|C1705112,
14815,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,propranolol,propranolol,group-ii-antiarrhythmics,,c,n,C0033497,C1272460|C1705112,C0033497|C1272460|C1705112,"synthetic conjugated estrogens, a"
14816,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,tenormin,atenolol,cardioselective-beta-blockers,,d,n,C0004147,C1272460|C1705112,C0004147|C1272460|C1705112,aluminum hydroxide/magnesium hydroxide/magnesium trisilicate chewable product
14817,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,flecainide,flecainide,group-i-antiarrhythmics,tambocor,c,n,C0016229,C0592158,C0016229|C0592158,"bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 mg/ml/bordetella pertussis pertactin vaccine, inactivated 0.016 mg/ml/bordetella pertussis toxoid vaccine, inactivated 0.05 mg/ml/diphtheria toxoid vaccine, inactivated 50 unt/ml/poliovirus vaccine inactivated, type 1 (mahoney) 80 unt/ml/poliovirus vaccine inactivated, type 2 (mef-1) 16 unt/ml/poliovirus vaccine inactivated, type 3 (saukett) 64 unt/ml/tetanus toxoid vaccine, inactivated 20 unt/ml injection"
14818,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,pacerone,amiodarone,group-iii-antiarrhythmics,pacerone,d,n,C0002598,C0722418,C0002598|C0722418,bismuth dipropylacetate
14819,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,mexiletine,mexiletine,group-i-antiarrhythmics,mexitil,c,n,C0025887,C0600129,C0025887|C0600129,allantoin/aminacrine/sulfisoxazole
14820,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,tambocor,flecainide,group-i-antiarrhythmics,tambocor,c,n,C0016229,C0592158,C0016229|C0592158,"bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 mg/ml/bordetella pertussis pertactin vaccine, inactivated 0.016 mg/ml/bordetella pertussis toxoid vaccine, inactivated 0.05 mg/ml/diphtheria toxoid vaccine, inactivated 50 unt/ml/poliovirus vaccine inactivated, type 1 (mahoney) 80 unt/ml/poliovirus vaccine inactivated, type 2 (mef-1) 16 unt/ml/poliovirus vaccine inactivated, type 3 (saukett) 64 unt/ml/tetanus toxoid vaccine, inactivated 20 unt/ml injection"
14821,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,lidocaine,lidocaine injection,group-i-antiarrhythmics,uad caine|xylocaine hcl|lidoject 1|xylocaine dental cartridges|lidoject 2|xylocaine duo-trach kit|xylocaine hcl for spinal|l-caine|dilocaine|nervocaine|truxacaine|anestacaine|xylocaine-mpf|lidoject 1|xylocaine dental cartridges|lidoject 2|xylocaine duo-trach kit|xylocaine hcl for spinal|l-caine|dilocaine|nervocaine|truxacaine|anestacaine,b,n,,,,
14822,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,propafenone,propafenone,group-i-antiarrhythmics,rythmol|rythmol sr,c,n,C0033429,,C0033429,camphor 20 mg/ml/menthol 100 mg/ml topical solution
14823,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,inderal la,propranolol,group-ii-antiarrhythmics,hemangeol|inderal la|inderal xl|innopran xl,c,n,C0033497,,C0033497,"synthetic conjugated estrogens, a"
14824,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,hemangeol,propranolol,group-ii-antiarrhythmics,hemangeol|inderal la|inderal xl|innopran xl,c,n,C0033497,,C0033497,"synthetic conjugated estrogens, a"
14825,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,inderal xl,propranolol,,hemangeol|inderal la|inderal xl|innopran xl,c,n,C0033497,,C0033497,"synthetic conjugated estrogens, a"
14826,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,vasopressin,vasopressin,antidiuretic-hormones,vasostrict|pitressin,c,n,C0003779|C0201849,,C0003779|C0201849,
14827,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,xylocaine-mpf,lidocaine,group-i-antiarrhythmics,,b,n,C0023660|C0202404,C1272460|C1705112,C0023660|C0202404|C1272460|C1705112,
14828,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,acebutolol,acebutolol,cardioselective-beta-blockers,sectral,b,n,C0000946,C0036543,C0000946|C0036543,calcium carbonate/cholecalciferol/vitamin k oral product
14829,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,innopran xl,propranolol,group-ii-antiarrhythmics,hemangeol|inderal la|inderal xl|innopran xl,c,n,C0033497,,C0033497,"synthetic conjugated estrogens, a"
14830,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,nexterone,amiodarone,group-iii-antiarrhythmics,,d,n,C0002598,C1272460|C1705112,C0002598|C1272460|C1705112,bismuth dipropylacetate
14831,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,rythmol sr,propafenone,group-i-antiarrhythmics,rythmol|rythmol sr,c,n,C0033429,,C0033429,camphor 20 mg/ml/menthol 100 mg/ml topical solution
14832,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,xylocaine hcl,lidocaine injection,group-i-antiarrhythmics,uad caine|xylocaine hcl,b,n,,,,
14833,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,dentipatch,,group-i-antiarrhythmics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
14834,ventricular tachycardia,tachycardiaventricular|v-tach|vt,rx,vasostrict,vasopressin,antidiuretic-hormones,vasostrict,c,n,C0003779|C0201849,,C0003779|C0201849,
14835,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx/otc,meclizine,meclizine,anticholinergic-antiemetics,,b,n,C0025039,C1272460|C1705112,C0025039|C1272460|C1705112,bisacodyl
14836,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx/otc,antivert,meclizine,anticholinergic-antiemetics,,b,n,C0025039,C1272460|C1705112,C0025039|C1272460|C1705112,bisacodyl
14837,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx,phenergan,promethazine,antihistamines,,c,n,C0033405,C1272460|C1705112,C0033405|C1272460|C1705112,calcium phosphate
14838,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx,promethazine,promethazine,antihistamines,,c,n,C0033405,C1272460|C1705112,C0033405|C1272460|C1705112,calcium phosphate
14839,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx/otc,bonine,meclizine,anticholinergic-antiemetics,bonine|travel-ease,b,n,C0025039,,C0025039,bisacodyl
14840,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx/otc,dramamine ii,meclizine,anticholinergic-antiemetics,,b,n,C0025039,C1272460|C1705112,C0025039|C1272460|C1705112,bisacodyl
14841,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx/otc,dramamine less drowsy,meclizine tablets,anticholinergic-antiemetics,antivert|dramamine less drowsy,b,n,,,,
14842,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx,promethegan,promethazine,antihistamines,phenadoz|promethegan,c,n,C0033405,,C0033405,calcium phosphate
14843,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx,phenadoz,promethazine,antihistamines,phenadoz|promethegan,c,n,C0033405,,C0033405,calcium phosphate
14844,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx,antinaus 50,promethazine,antihistamines,,c,n,C0033405,C1272460|C1705112,C0033405|C1272460|C1705112,calcium phosphate
14845,vertigo,balance disorder|benign positional vertigo|bpv|dizziness|lightheadednessdizzy|loss of balance,rx/otc,travel-ease,meclizine,anticholinergic-antiemetics,bonine|travel-ease,b,n,C0025039,,C0025039,bisacodyl
14846,visceral arteriography,,rx,ioversol,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350|optiray 160,b,n,C0063828,,C0063828,
14847,visceral arteriography,,rx,optiray 350,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14848,visceral arteriography,,rx,iohexol,iohexol,non-ionic-iodinated-contrast-media,omnipaque,b,n,C0022005,C0729203,C0022005|C0729203,
14849,visceral arteriography,,rx,optiray 300,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14850,visceral arteriography,,rx,optiray 320,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14851,visceral arteriography,,rx,optiray 240,ioversol,non-ionic-iodinated-contrast-media,optiray 240|optiray 300|optiray 320|optiray 350,b,n,C0063828,,C0063828,
14852,visceral larva migrans toxicariasis,,rx,mebendazole,mebendazole,anthelmintics,emverm|vermox,c,n,C0025023,,C0025023,ceftazidime
14853,visceral larva migrans toxicariasis,,rx,albendazole,albendazole,anthelmintics,albenza,c,n,C0001911,C0591462,C0001911|C0591462,salicylamide/vitamin b 12
14854,visceral larva migrans toxicariasis,,rx,albenza,albendazole,anthelmintics,albenza,c,n,C0001911,C0591462,C0001911|C0591462,salicylamide/vitamin b 12
14855,vitamin a deficiency,,rx/otc,vitamin a,vitamin a,vitamins,aquasol a|a-25|a/fish oil,x,n,C0042839|C0087161|C0373745|C2825076,,C0042839|C0087161|C0373745|C2825076,
14856,vitamin a deficiency,,rx/otc,aquasol a,vitamin a,vitamins,aquasol a,x,n,C0042839|C0087161|C0373745|C2825076,C0699567,C0042839|C0087161|C0373745|C2825076|C0699567,
14862,vitamin b12 deficiency,,rx/otc,vitamin b12,cyanocobalamin,vitamins,vitamin b12|vitamin b-12,c,n,C0042845,,C0042845,nadolol
14863,vitamin b12 deficiency,,rx/otc,cyanocobalamin,cyanocobalamin,vitamins,,c,n,C0042845,C1272460|C1705112,C0042845|C1272460|C1705112,nadolol
14864,vitamin b12 deficiency,,rx/otc,nascobal,cyanocobalamin,vitamins,nascobal,c,n,C0042845,C0876747,C0042845|C0876747,nadolol
14865,vitamin b12 deficiency,,rx,hydroxocobalamin,hydroxocobalamin,vitamins,cyanokit|hydroxy-cobal|hydro-cobex|cobalin-h|neo-cytamen,c,n,C0020316,,C0020316,neomycin
14866,vitamin b12 deficiency,,rx,cyanokit,hydroxocobalamin,vitamins,,c,n,C0020316,C1272460|C1705112,C0020316|C1272460|C1705112,neomycin
14867,vitamin d deficiency,,rx/otc,vitamin d3,cholecalciferol,vitamins,carlson d|ddrops|decara|enfamil d-vi-sol|replesta|thera-d 2000|upspringbaby d|vitamin d3|vitamin d3,c,n,C0523979,,C0523979,carboxymethylcellulose
14868,vitamin d deficiency,,rx/otc,cholecalciferol,,vitamins,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
14869,vitamin d deficiency,,rx/otc,vitamin d2,ergocalciferol,vitamins,calcidol|calciferol|drisdol|vitamin d2,c,n,C0014695|C2700257,,C0014695|C2700257,
14870,vitamin d deficiency,,rx/otc,ergocalciferol,ergocalciferol,vitamins,calcidol|calciferol|drisdol|vitamin d2,c,n,C0014695|C2700257,,C0014695|C2700257,
14871,vitamin d deficiency,,rx/otc,d3,cholecalciferol orally disintegrating tablets,vitamins,d3 dots|vitamelts vitamin d,c,n,,,,
14872,vitamin d deficiency,,rx/otc,drisdol,ergocalciferol,vitamins,calcidol|calciferol|drisdol|vitamin d2,c,n,C0014695|C2700257,,C0014695|C2700257,
14873,vitamin d deficiency,,rx/otc,calciferol,ergocalciferol,vitamins,calcidol|calciferol|drisdol|vitamin d2,c,n,C0014695|C2700257,,C0014695|C2700257,
14874,vitamin d deficiency,,rx/otc,replesta,cholecalciferol,vitamins,carlson d|ddrops|decara|enfamil d-vi-sol|replesta|thera-d 2000|upspringbaby d|vitamin d3|vitamin d3,c,n,C0523979,,C0523979,carboxymethylcellulose
14875,vitamin d deficiency,,rx/otc,carlson d,cholecalciferol,vitamins,carlson d|ddrops|decara|enfamil d-vi-sol|replesta|thera-d 2000|upspringbaby d|vitamin d3|vitamin d3,c,n,C0523979,,C0523979,carboxymethylcellulose
14876,vitamin d deficiency,,rx/otc,d3-50,cholecalciferol capsules/tablets,vitamins,d-3-5|d3 super strength|d3-50|decara|delta d3|dialyvite vitamin d3 max|pronutrients vitamin d3|dialyvite vitamin d 5000|dialyvite vitamin d3 max|pronutrients vitamin d3,c,n,,,,
14877,vitamin d deficiency,,rx/otc,enfamil d-vi-sol,cholecalciferol,vitamins,carlson d|ddrops|decara|enfamil d-vi-sol|replesta|thera-d 2000|upspringbaby d|vitamin d3|vitamin d3,c,n,C0523979,,C0523979,carboxymethylcellulose
14878,vitamin d deficiency,,rx/otc,thera-d 2000,cholecalciferol,vitamins,carlson d|ddrops|decara|enfamil d-vi-sol|replesta|thera-d 2000|upspringbaby d|vitamin d3|vitamin d3,c,n,C0523979,,C0523979,carboxymethylcellulose
14879,vitamin d deficiency,,rx/otc,bio-d-mulsion,cholecalciferol drops,vitamins,aqueous vitamin d|bio-d-mulsion|bio-d-mulsion forte|bprotected pedia d-vite|d-vi-sol|d-vita,c,n,,,,
14880,vitamin d deficiency,,rx/otc,bio-d-mulsion forte,cholecalciferol drops,vitamins,aqueous vitamin d|bio-d-mulsion|bio-d-mulsion forte|bprotected pedia d-vite|d-vi-sol|d-vita,c,n,,,,
